City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tshikapa,CD,2021-09-11 02:19:44,-6.4167,20.8,73.22,60,78,0.67
295,Minab,IR,2021-09-11 02:19:44,27.1467,57.0801,85.5,43,0,2.68
296,Gorontalo,ID,2021-09-11 02:19:45,0.5412,123.0595,76.62,95,100,2.33
297,Xining,CN,2021-09-11 02:19:45,36.6167,101.7667,64.09,41,6,2.06
298,Husavik,IS,2021-09-11 02:19:46,66.0449,-17.3389,44.51,85,100,5.66
299,Srivilliputtur,IN,2021-09-11 02:19:46,9.5081,77.6336,84.04,59,97,5.26
300,Sao Filipe,CV,2021-09-11 02:19:47,14.8961,-24.4956,78.46,79,94,3.8
301,Kollegal,IN,2021-09-11 02:19:47,12.15,77.1167,69.19,81,100,5.64
302,Zakharovo,RU,2021-09-11 02:19:48,54.366,39.2792,49.21,89,99,4.81
303,Chokurdakh,RU,2021-09-11 02:19:49,70.6333,147.9167,39.85,59,100,10.63
304,General Roca,AR,2021-09-11 02:19:49,-39.0333,-67.5833,66.6,33,100,22.32
305,Iqaluit,CA,2021-09-11 02:19:50,63.7506,-68.5145,33.53,93,90,3.44
306,Fort Saint James,CA,2021-09-11 02:19:50,54.4333,-124.25,59.22,77,100,2.13
307,Neuquen,AR,2021-09-11 02:14:59,-38.9516,-68.0591,65.86,29,100,19.64
308,San Andres,CO,2021-09-11 02:19:06,12.5847,-81.7006,82.42,83,40,12.66
309,Alice Springs,AU,2021-09-11 02:16:55,-23.7,133.8833,83.75,10,2,6.91
310,Zambezi,ZM,2021-09-11 02:19:51,-13.5432,23.1047,66.07,42,5,8.14
311,Isangel,VU,2021-09-11 02:19:52,-19.55,169.2667,77.11,57,75,17.27
312,Ribeira Grande,PT,2021-09-11 02:19:52,38.5167,-28.7,70.56,75,52,21.21
313,Aripuana,BR,2021-09-11 02:19:53,-9.1667,-60.6333,74.44,84,86,1.07
314,Sierra Vista,US,2021-09-11 02:16:05,31.5545,-110.3037,82.2,37,1,9.22
315,Paamiut,GL,2021-09-11 02:19:54,61.994,-49.6678,45.43,82,100,4.18
316,Mulanje,MW,2021-09-11 02:19:54,-16.0316,35.5,58.75,84,15,6.51
317,Kalmunai,LK,2021-09-11 02:19:54,7.4167,81.8167,80.37,75,100,6.26
318,Novoagansk,RU,2021-09-11 02:19:54,61.9449,76.6625,46.22,91,100,9.1
319,Poltavka,RU,2021-09-11 02:19:55,54.3663,71.7632,47.97,80,94,8.3
320,Abu Kamal,SY,2021-09-11 02:19:55,34.4506,40.9171,76.6,50,0,12.15
321,Phan Thiet,VN,2021-09-11 02:19:56,10.9333,108.1,80.65,81,99,15.82
322,Mayo,US,2021-09-11 02:19:57,38.8876,-76.5119,66.94,80,1,0.0
323,Codrington,AU,2021-09-11 02:19:57,-38.2667,141.9667,58.82,81,94,16.24
324,Eureka,US,2021-09-11 02:19:58,40.8021,-124.1637,65.68,76,36,7.54
325,Ahipara,NZ,2021-09-11 02:19:59,-35.1667,173.1667,58.78,59,74,13.2
326,Montepuez,MZ,2021-09-11 02:19:59,-13.1256,38.9997,64.15,67,2,7.65
327,Huntington,US,2021-09-11 02:16:14,38.4193,-82.4452,63.77,91,1,0.0
328,Ngara,TZ,2021-09-11 02:20:00,-2.5122,30.6558,61.66,51,84,6.15
329,Venado Tuerto,AR,2021-09-11 02:20:00,-33.7456,-61.9688,49.77,88,1,7.67
330,Boguchany,RU,2021-09-11 02:20:01,58.3814,97.4531,51.33,64,35,4.18
331,Bandarbeyla,SO,2021-09-11 02:20:02,9.4942,50.8122,79.66,63,100,23.82
332,Holguin,CU,2021-09-11 02:20:03,20.8872,-76.2631,80.1,54,1,8.05
333,Faanui,PF,2021-09-11 02:20:04,-16.4833,-151.75,77.34,64,19,9.91
334,Kisangani,CD,2021-09-11 02:20:04,0.5167,25.2,67.84,99,40,0.54
335,Buta,CD,2021-09-11 02:20:05,2.7858,24.73,66.87,95,11,1.36
336,Vestmanna,FO,2021-09-11 02:20:05,62.1564,-7.1664,47.32,87,90,4.61
337,Kumbo,CM,2021-09-11 02:20:06,6.2,10.6667,58.82,93,100,3.8
338,Martapura,ID,2021-09-11 02:20:06,-3.4167,114.85,80.69,89,75,5.75
339,Sibolga,ID,2021-09-11 02:20:07,1.7427,98.7792,83.57,65,86,1.05
340,Kirakira,SB,2021-09-11 02:20:07,-10.4544,161.9205,82.76,76,21,12.55
341,Alofi,NU,2021-09-11 02:15:15,-19.0595,-169.9187,77.14,80,100,14.07
342,Andenes,NO,2021-09-11 02:20:08,69.3143,16.1194,40.46,75,20,2.3
343,Kavieng,PG,2021-09-11 02:20:08,-2.5744,150.7967,85.01,69,90,14.54
344,Constantine,DZ,2021-09-11 02:20:09,36.365,6.6147,65.61,72,0,2.3
345,Launceston,AU,2021-09-11 02:20:09,-41.45,147.1667,62.24,68,75,8.01
346,Progreso,MX,2021-09-11 02:20:09,21.2833,-89.6667,76.1,93,100,10.22
347,Grand Gaube,MU,2021-09-11 02:20:10,-20.0064,57.6608,70.2,76,3,15.79
348,Sarakhs,IR,2021-09-11 02:20:10,36.5449,61.1577,59.14,38,0,0.0
349,Seoul,KR,2021-09-11 02:17:41,37.5683,126.9778,78.37,61,20,8.05
350,Labrea,BR,2021-09-11 02:20:11,-7.2586,-64.7981,78.06,73,58,2.21
351,Ostrovnoy,RU,2021-09-11 02:20:11,68.0531,39.5131,38.73,91,32,18.57
352,Hualmay,PE,2021-09-11 02:20:11,-11.0964,-77.6139,61.79,87,48,6.33
353,Yangambi,CD,2021-09-11 02:20:12,0.8102,24.4336,66.87,98,15,1.74
354,Itoman,JP,2021-09-11 02:20:12,26.1247,127.6694,89.62,76,75,16.11
355,Tautira,PF,2021-09-11 02:20:13,-17.7333,-149.15,80.62,71,47,10.27
356,Ayan,RU,2021-09-11 02:20:13,56.45,138.1667,56.32,63,16,7.92
357,Henties Bay,NA,2021-09-11 02:20:13,-22.116,14.2845,54.86,75,3,6.53
358,Gat,IL,2021-09-11 02:20:14,31.61,34.7642,75.88,58,69,8.93
359,Kuching,MY,2021-09-11 02:20:14,1.55,110.3333,82.62,78,20,4.61
360,Suez,EG,2021-09-11 02:20:14,29.9737,32.5263,71.26,78,0,8.16
361,Bengkulu,ID,2021-09-11 02:20:15,-3.8004,102.2655,80.47,75,95,5.95
362,Reconquista,AR,2021-09-11 02:20:12,-29.15,-59.65,55.94,70,7,6.62
363,Acari,PE,2021-09-11 02:20:15,-15.4311,-74.6158,66.13,75,60,2.57
364,Verkhoyansk,RU,2021-09-11 02:20:16,67.5447,133.385,54.23,35,39,2.24
365,Kifri,IQ,2021-09-11 02:20:16,34.6959,44.9661,82.18,22,0,10.92
366,Muli,MV,2021-09-11 02:20:17,2.9167,73.5667,82.85,69,100,7.52
367,Tavistock,GB,2021-09-11 02:20:17,50.5494,-4.1442,60.3,93,24,5.03
368,Najran,SA,2021-09-11 02:20:18,17.4924,44.1277,74.05,19,89,3.62
369,Togur,RU,2021-09-11 02:20:18,58.3631,82.8265,46.63,96,100,14.0
370,Byron Bay,AU,2021-09-11 02:20:18,-28.65,153.6167,80.71,42,0,9.33
371,Jacqueville,CI,2021-09-11 02:20:19,5.2052,-4.4146,76.91,89,62,7.2
372,Catuday,PH,2021-09-11 02:20:19,16.2923,119.8062,78.51,90,100,17.9
373,Ileza,RU,2021-09-11 02:20:20,61.0533,43.9002,34.38,96,64,4.94
374,Praia,CV,2021-09-11 02:15:24,14.9215,-23.5087,77.54,83,40,4.61
375,Nushki,PK,2021-09-11 02:20:20,29.5542,66.0215,73.51,20,0,2.44
376,Verkhnyaya Inta,RU,2021-09-11 02:20:21,65.9811,60.3094,33.49,97,68,8.16
377,Pekan Nenas,MY,2021-09-11 02:20:21,1.51,103.5141,86.18,67,100,4.74
378,Caravelas,BR,2021-09-11 02:20:22,-17.7125,-39.2481,73.81,86,6,7.58
379,Geraldton,AU,2021-09-11 02:20:22,-28.7667,114.6,63.01,63,40,12.66
380,Miyako,JP,2021-09-11 02:20:22,39.6367,141.9525,73.69,74,56,7.47
381,Romanshorn,CH,2021-09-11 02:20:23,47.5659,9.3787,63.34,99,75,1.14
382,Pochutla,MX,2021-09-11 02:20:23,15.7432,-96.4661,80.82,92,98,4.05
383,Kindia,GN,2021-09-11 02:20:24,10.0569,-12.8658,66.25,98,99,1.68
384,Emerald,AU,2021-09-11 02:20:24,-23.5333,148.1667,79.11,23,0,13.62
385,Dahra,DZ,2021-09-11 02:20:25,36.2546,0.8519,65.59,65,3,1.39
386,Salisbury,GB,2021-09-11 02:20:25,51.0693,-1.7957,64.29,91,75,9.22
387,Waitati,NZ,2021-09-11 02:20:25,-45.75,170.5667,53.8,61,90,8.97
388,Kamaishi,JP,2021-09-11 02:20:26,39.2667,141.8833,79.75,72,55,4.92
389,General Pico,AR,2021-09-11 02:20:26,-35.6566,-63.7568,50.88,89,50,10.54
390,Bonthe,SL,2021-09-11 02:20:26,7.5264,-12.505,76.06,90,100,6.24
391,Kyshtovka,RU,2021-09-11 02:20:27,56.555,76.6271,46.6,91,100,13.04
392,Antalaha,MG,2021-09-11 02:20:27,-14.9003,50.2788,66.85,87,35,8.68
393,Burnie,AU,2021-09-11 02:20:28,-41.0667,145.9167,55.9,85,88,17.09
394,Sabang,ID,2021-09-11 02:20:28,5.8933,95.3214,81.93,72,100,12.33
395,Melchor De Mencos,GT,2021-09-11 02:20:28,17.0686,-89.1522,77.0,94,90,3.44
396,Basco,PH,2021-09-11 02:20:29,20.4487,121.9702,80.73,94,100,42.73
397,Vitim,RU,2021-09-11 02:20:29,59.4511,112.5578,57.78,68,100,1.61
398,Virginia Beach,US,2021-09-11 02:17:28,36.8529,-75.978,69.87,76,40,0.0
399,Abu Zabad,SD,2021-09-11 02:20:30,12.35,29.25,73.76,81,9,5.46
400,Pimenta Bueno,BR,2021-09-11 02:20:31,-11.6725,-61.1936,77.22,70,40,3.62
401,Tianpeng,CN,2021-09-11 02:20:31,30.9866,103.9393,72.07,72,100,2.17
402,Masvingo,ZW,2021-09-11 02:20:31,-20.0637,30.8277,50.32,81,0,4.83
403,Lavrentiya,RU,2021-09-11 02:20:32,65.5833,-171.0,43.84,94,100,7.43
404,Muisne,EC,2021-09-11 02:20:32,0.6,-80.0333,74.57,87,96,8.34
405,Monrovia,LR,2021-09-11 02:18:19,6.3005,-10.7969,75.45,89,100,4.07
406,Port-Cartier,CA,2021-09-11 02:20:33,50.0334,-66.8654,57.42,80,93,11.43
407,Shingu,JP,2021-09-11 02:20:34,33.7333,135.9833,85.19,72,15,5.68
408,Iquique,CL,2021-09-11 02:16:04,-20.2208,-70.1431,59.04,73,60,0.47
409,Ancud,CL,2021-09-11 02:20:34,-41.8697,-73.8203,49.53,96,100,11.68
410,Comodoro Rivadavia,AR,2021-09-11 02:20:35,-45.8667,-67.5,62.46,42,0,9.22
411,Pringsewu,ID,2021-09-11 02:20:35,-5.3582,104.9744,83.57,67,100,5.77
412,Santa Cruz,BO,2021-09-11 02:20:35,-17.8,-63.1667,69.26,60,40,6.91
413,Ler,SS,2021-09-11 02:20:36,8.3018,30.1418,69.96,95,14,3.24
414,Okhotsk,RU,2021-09-11 02:20:36,59.3833,143.3,56.8,49,8,6.91
415,Turbat,PK,2021-09-11 02:20:37,26.0023,63.044,84.76,47,8,3.69
416,San Policarpo,PH,2021-09-11 02:20:37,12.1791,125.5072,84.72,69,100,9.31
417,Saint-Joseph,RE,2021-09-11 02:20:38,-21.3667,55.6167,64.76,79,5,10.11
418,Havelock,US,2021-09-11 02:20:38,34.8791,-76.9013,71.94,80,1,8.05
419,Santiago,CL,2021-09-11 02:18:18,-33.4569,-70.6483,52.75,76,0,8.05
420,Kysyl-Syr,RU,2021-09-11 02:20:38,63.8986,122.7617,58.55,45,13,6.11
421,Northam,GB,2021-09-11 02:20:39,51.0333,-4.2167,62.29,93,93,11.01
422,Neiafu,TO,2021-09-11 02:20:39,-18.65,-173.9833,77.68,88,90,4.61
423,Port Hardy,CA,2021-09-11 02:18:14,50.6996,-127.4199,57.38,94,90,2.3
424,Santa Maria,BR,2021-09-11 02:20:40,-29.6842,-53.8069,58.3,77,75,3.44
425,Pemangkat,ID,2021-09-11 02:20:40,1.1667,108.9667,81.25,81,100,6.42
426,Samarinda,ID,2021-09-11 02:20:41,-0.5,117.15,86.95,64,61,3.27
427,Acapulco,MX,2021-09-11 02:19:17,16.8634,-99.8901,76.82,83,90,13.8
428,La Serena,CL,2021-09-11 02:15:58,-29.9078,-71.2542,54.91,82,90,4.61
429,Khipro,PK,2021-09-11 02:20:41,25.8285,69.3772,86.5,66,78,2.66
430,Maun,BW,2021-09-11 02:20:42,-19.9833,23.4167,62.69,46,0,12.68
431,Panguna,PG,2021-09-11 02:20:42,-6.3164,155.4848,83.48,54,42,4.14
432,Aljezur,PT,2021-09-11 02:20:43,37.3191,-8.8033,66.85,91,100,4.79
433,Bonfim,BR,2021-09-11 02:20:43,3.0833,-59.95,79.34,70,44,5.12
434,Shitanjing,CN,2021-09-11 02:20:44,39.2342,106.3439,76.64,25,0,7.83
435,Omsukchan,RU,2021-09-11 02:20:44,62.5333,155.8,30.74,71,100,15.77
436,Jacareacanga,BR,2021-09-11 02:20:44,-6.2222,-57.7528,76.28,75,22,1.01
437,Pachino,IT,2021-09-11 02:20:45,36.7186,15.0907,77.04,80,88,10.69
438,Sao Joao Da Barra,BR,2021-09-11 02:20:45,-21.6403,-41.0511,73.45,88,100,10.22
439,Tucuman,AR,2021-09-11 02:20:46,-26.8241,-65.2226,59.0,58,0,6.91
440,Jinchang,CN,2021-09-11 02:20:46,38.4953,102.1739,72.48,21,0,3.69
441,Port Moresby,PG,2021-09-11 02:20:47,-9.4431,147.1797,87.22,62,75,11.5
442,Yerbogachen,RU,2021-09-11 02:20:47,61.2767,108.0108,50.4,66,100,5.66
443,Bandar,ID,2021-09-11 02:20:47,2.05,99.75,83.03,65,100,0.85
444,Yarensk,RU,2021-09-11 02:20:48,62.1675,49.0916,33.24,97,20,4.99
445,Mariahu,IN,2021-09-11 02:20:48,25.6167,82.6167,84.16,77,54,7.0
446,Broome,US,2021-09-11 02:20:49,42.2506,-75.833,58.53,78,26,0.83
447,Smidovich,RU,2021-09-11 02:20:49,48.6,133.8167,66.04,68,95,4.18
448,Belle Fourche,US,2021-09-11 02:20:49,44.6714,-103.8522,84.85,18,60,6.71
449,Kieta,PG,2021-09-11 02:20:50,-6.2167,155.6333,86.27,65,47,8.28
450,Uporovo,RU,2021-09-11 02:20:50,56.3109,66.2693,40.44,77,81,12.91
451,Ormara,PK,2021-09-11 02:20:51,25.2088,64.6357,78.62,92,69,11.95
452,Turukhansk,RU,2021-09-11 02:20:51,65.8167,87.9833,42.13,89,94,19.37
453,Balsas,BR,2021-09-11 02:20:51,-7.5325,-46.0356,83.39,39,50,4.43
454,Gomel,BY,2021-09-11 02:20:52,52.4345,30.9754,53.58,94,28,2.24
455,Esperance,AU,2021-09-11 02:20:52,-33.8667,121.9,55.74,66,100,17.63
456,Severo-Yeniseyskiy,RU,2021-09-11 02:20:53,60.3725,93.0408,44.62,66,67,6.2
457,Youghal,IE,2021-09-11 02:20:53,51.95,-7.8506,56.68,100,99,8.1
458,Amuntai,ID,2021-09-11 02:20:53,-2.4177,115.2494,86.05,68,80,2.55
459,Barra Do Garcas,BR,2021-09-11 02:17:44,-15.89,-52.2567,82.85,30,9,2.77
460,Praya,CV,2021-09-11 02:20:54,14.9215,-23.5087,77.54,83,40,4.61
461,Grand-Santi,GF,2021-09-11 02:20:55,4.25,-54.3833,73.8,95,40,3.04
462,Nome,US,2021-09-11 02:20:55,64.5011,-165.4064,46.47,77,90,24.16
463,Ardino,BG,2021-09-11 02:20:55,41.5833,25.1333,50.43,57,7,4.03
464,Bambanglipuro,ID,2021-09-11 02:20:56,-7.95,110.2833,82.04,71,78,10.8
465,Taoudenni,ML,2021-09-11 02:20:56,22.6783,-3.9836,94.53,16,0,5.26
466,Kahului,US,2021-09-11 02:17:21,20.8947,-156.47,84.22,59,40,16.11
467,Port Blair,IN,2021-09-11 02:20:57,11.6667,92.75,82.44,83,40,17.27
468,Keetmanshoop,NA,2021-09-11 02:20:57,-26.5833,18.1333,76.12,31,0,12.66
469,Valparaiso,CL,2021-09-11 02:20:57,-33.0393,-71.6273,54.52,82,90,6.91
470,Tutoia,BR,2021-09-11 02:20:58,-2.7619,-42.2744,78.82,83,61,10.31
471,Rafai,CF,2021-09-11 02:20:58,4.95,23.9167,65.39,99,14,1.5
472,Waingapu,ID,2021-09-11 02:20:59,-9.6567,120.2641,85.19,55,65,14.14
473,Hami,CN,2021-09-11 02:20:59,42.8,93.45,76.64,28,93,7.14
474,Bani,DO,2021-09-11 02:21:00,18.2833,-70.3333,78.13,82,15,7.72
475,Labuhan,ID,2021-09-11 02:21:00,-6.8844,112.2051,86.18,59,45,5.3
476,Subtanjalla,PE,2021-09-11 02:21:00,-14.0189,-75.7581,55.94,78,26,4.32
477,Bollnas,SE,2021-09-11 02:21:01,61.3482,16.3946,56.39,98,100,2.04
478,Bukama,CD,2021-09-11 02:21:01,-9.2,25.85,75.07,32,5,4.14
479,Ust-Kalmanka,RU,2021-09-11 02:21:02,52.1207,83.305,59.09,40,100,22.39
480,Ekibastuz,KZ,2021-09-11 02:21:02,51.6667,75.3667,53.92,77,100,17.98
481,Xinzhou,CN,2021-09-11 02:21:02,38.4092,112.7333,77.32,52,0,1.03
482,Sinjar,IQ,2021-09-11 02:21:03,36.3209,41.8754,73.85,47,0,10.92
483,Kaeo,NZ,2021-09-11 02:21:03,-35.1,173.7833,63.32,55,53,10.83
484,Ndele,CF,2021-09-11 02:21:04,8.4109,20.6473,67.93,97,69,1.81
485,Klyuchevskiy,RU,2021-09-11 02:21:04,53.5317,119.4519,50.22,91,100,4.68
486,Wuwei,CN,2021-09-11 02:21:04,37.9281,102.6414,75.74,23,0,3.36
487,Skjervoy,NO,2021-09-11 02:21:05,70.0311,20.9714,46.71,73,36,10.85
488,Nemuro,JP,2021-09-11 02:21:05,43.3236,145.575,63.03,81,95,6.89
489,Bezhta,RU,2021-09-11 02:21:06,42.1338,46.1283,48.31,78,0,2.42
490,Ust-Nera,RU,2021-09-11 02:21:06,64.5667,143.2,48.27,41,12,4.65
491,Belaya Gora,RU,2021-09-11 02:21:06,68.5333,146.4167,41.56,58,100,6.67
492,Gigmoto,PH,2021-09-11 02:21:07,13.7796,124.39,85.3,73,100,13.15
493,Altamira,BR,2021-09-11 02:21:07,-3.2033,-52.2064,79.34,64,62,3.6
494,Ati,TD,2021-09-11 02:21:08,13.2154,18.3353,79.81,70,100,10.02
495,Karaton,ID,2021-09-11 02:21:08,-6.3424,106.1045,82.56,60,73,1.77
496,Yulara,AU,2021-09-11 02:21:09,-25.2406,130.9889,84.04,6,0,6.91
497,Sept-Iles,CA,2021-09-11 02:19:02,50.2001,-66.3821,57.72,87,20,1.99
498,Tabas,IR,2021-09-11 02:21:09,33.5959,56.9244,73.22,21,0,2.21
499,Bilibino,RU,2021-09-11 02:21:09,68.0546,166.4372,31.01,74,99,8.77
500,Camacha,PT,2021-09-11 02:21:10,33.0833,-16.3333,70.56,83,20,2.3
501,Carauari,BR,2021-09-11 02:21:10,-4.8828,-66.8958,73.11,98,100,0.85
502,Casa Nova,BR,2021-09-11 02:21:11,-9.4167,-41.1333,81.18,42,1,22.53
503,Laguna,US,2021-09-11 02:21:11,38.421,-121.4238,89.46,45,1,4.0
504,Vrangel,RU,2021-09-11 02:21:12,42.7297,133.0839,71.47,63,95,6.46
505,Yatou,CN,2021-09-11 02:21:12,37.15,122.3833,77.92,76,0,11.34
506,Morant Bay,JM,2021-09-11 02:21:12,17.8815,-76.4093,83.82,82,21,7.9
507,Ciudad Bolivar,VE,2021-09-11 02:21:13,8.1222,-63.5497,80.51,67,18,10.83
508,Ulaangom,MN,2021-09-11 02:21:13,49.9811,92.0667,56.07,46,3,1.16
509,Hearst,CA,2021-09-11 02:21:14,49.6835,-83.6665,53.85,85,97,5.48
510,Mecca,SA,2021-09-11 02:21:14,21.4267,39.8261,86.34,52,24,5.59
511,Chulman,RU,2021-09-11 02:21:14,56.8479,124.9104,59.58,57,4,0.47
512,Talnakh,RU,2021-09-11 02:21:15,69.4865,88.3972,41.43,94,100,12.01
513,Hvide Sande,DK,2021-09-11 02:21:15,56.0045,8.1294,64.2,97,100,12.73
514,Bauchi,NG,2021-09-11 02:21:15,10.5,10.0,70.97,93,100,2.46
515,Matata,NZ,2021-09-11 02:21:16,-37.8833,176.75,62.53,41,27,9.42
516,Yajalon,MX,2021-09-11 02:21:16,17.2333,-92.3333,69.28,99,100,1.36
517,Rafaela,AR,2021-09-11 02:21:17,-31.2503,-61.4867,56.98,54,2,1.99
518,Conde,BR,2021-09-11 02:21:17,-7.2597,-34.9075,72.86,88,20,5.75
519,Prince Rupert,CA,2021-09-11 02:17:50,54.3161,-130.3201,55.49,82,90,12.66
520,Pasighat,IN,2021-09-11 02:21:18,28.0667,95.3333,84.52,62,84,0.87
521,Tarakan,ID,2021-09-11 02:21:18,3.3,117.6333,83.7,79,40,3.44
522,Setermoen,NO,2021-09-11 02:21:18,68.861,18.3486,43.43,96,60,1.79
523,Batote,IN,2021-09-11 02:21:19,33.1227,75.321,66.11,84,77,2.64
524,Kingman,US,2021-09-11 02:19:19,35.1894,-114.053,93.78,19,1,5.99
525,Flagstaff,US,2021-09-11 02:16:35,35.1981,-111.6513,77.79,37,1,4.0
526,Shiliguri,IN,2021-09-11 02:21:20,26.7,88.4333,82.06,72,100,5.59
527,Naze,JP,2021-09-11 02:21:20,28.3667,129.4833,86.92,76,100,8.68
528,Ha Giang,VN,2021-09-11 02:21:20,22.8333,104.9833,88.9,55,3,1.23
529,Broken Hill,AU,2021-09-11 02:21:21,-31.95,141.4333,80.83,10,0,23.71
530,Komatsushima,JP,2021-09-11 02:21:21,34.0,134.5833,82.76,74,75,8.05
531,Srednekolymsk,RU,2021-09-11 02:21:22,67.45,153.6833,37.36,57,88,5.57
532,Vila,PT,2021-09-11 02:21:22,42.0304,-8.1588,53.33,93,32,2.82
533,Ishigaki,JP,2021-09-11 02:21:22,24.3448,124.1572,82.53,89,75,16.11
534,Victoria,HK,2021-09-11 02:20:41,22.2855,114.1577,90.32,72,99,3.74
535,Arkhangelsk,RU,2021-09-11 02:21:23,64.5401,40.5433,42.91,100,75,6.71
536,Temir,KZ,2021-09-11 02:21:23,49.1414,57.13,63.41,44,100,13.33
537,Oranjemund,NA,2021-09-11 02:21:24,-28.55,16.4333,53.42,80,7,5.28
538,Dutse,NG,2021-09-11 02:21:24,11.7594,9.3392,75.63,82,100,3.69
539,Omboue,GA,2021-09-11 02:21:25,-1.5746,9.2618,75.06,89,100,5.95
540,Ngunguru,NZ,2021-09-11 02:21:25,-35.6167,174.5,63.16,52,18,13.87
541,Marsa Matruh,EG,2021-09-11 02:21:25,31.3525,27.2453,75.4,69,40,5.75
542,Sumbe,AO,2021-09-11 02:21:26,-11.2061,13.8437,70.36,89,71,2.89
543,Thunder Bay,CA,2021-09-11 02:20:34,48.4001,-89.3168,66.99,68,75,6.91
544,Otradnoye,RU,2021-09-11 02:21:26,59.7775,30.8181,48.25,81,81,4.54
545,Arenillas,ES,2021-09-11 02:21:27,41.3471,-2.8462,54.99,63,43,4.03
546,Avera,US,2021-09-11 02:21:27,33.194,-82.5271,69.31,51,0,5.55
547,Lazurne,UA,2021-09-11 02:21:27,46.084,32.5295,55.85,56,100,8.72
548,Zhanakorgan,KZ,2021-09-11 02:21:28,43.9098,67.2495,60.08,26,0,9.31
549,Boudry,CH,2021-09-11 02:21:28,46.9499,6.8376,64.38,97,75,0.0
550,Iralaya,HN,2021-09-11 02:21:28,15.0,-83.2333,80.67,86,95,11.05
551,Hanna,CA,2021-09-11 02:18:14,51.6334,-111.9018,67.51,60,37,5.99
552,Kalikino,RU,2021-09-11 02:21:29,52.9493,39.8269,59.95,85,100,4.59
553,Borovichi,RU,2021-09-11 02:21:29,58.3878,33.9155,47.1,95,59,4.68
